Frame Time(ps) RMSD(A)
8.060000000000000000e+02 8.060000000000000497e+00 2.137063837166056413e+00
8.070000000000000000e+02 8.070000000000000284e+00 2.403549725989038599e+00
8.080000000000000000e+02 8.080000000000000071e+00 2.171393926736448154e+00
8.090000000000000000e+02 8.089999999999999858e+00 2.069170147882850141e+00
8.100000000000000000e+02 8.099999999999999645e+00 2.328409618381211299e+00
8.110000000000000000e+02 8.109999999999999432e+00 2.315473317115060770e+00
8.120000000000000000e+02 8.120000000000000995e+00 2.131189894215351099e+00
8.130000000000000000e+02 8.130000000000000782e+00 2.214875158538696098e+00
8.140000000000000000e+02 8.140000000000000568e+00 1.949632250100050479e+00
8.150000000000000000e+02 8.150000000000000355e+00 2.091378489281015884e+00
8.160000000000000000e+02 8.160000000000000142e+00 2.224630865395099022e+00
8.170000000000000000e+02 8.169999999999999929e+00 2.092921471624105134e+00
8.180000000000000000e+02 8.179999999999999716e+00 2.191756018421338936e+00
8.190000000000000000e+02 8.189999999999999503e+00 2.170287620372659987e+00
8.200000000000000000e+02 8.199999999999999289e+00 1.993952295775128558e+00
8.210000000000000000e+02 8.210000000000000853e+00 2.347400326206534604e+00
8.220000000000000000e+02 8.220000000000000639e+00 2.289178027426892914e+00
8.230000000000000000e+02 8.230000000000000426e+00 2.121804709465737293e+00
8.240000000000000000e+02 8.240000000000000213e+00 2.327835947483252177e+00
8.250000000000000000e+02 8.250000000000000000e+00 2.262188045111724222e+00
8.260000000000000000e+02 8.259999999999999787e+00 2.150329562842763220e+00
8.270000000000000000e+02 8.269999999999999574e+00 2.114308436036520522e+00
8.280000000000000000e+02 8.279999999999999361e+00 1.735492303835079131e+00
8.290000000000000000e+02 8.290000000000000924e+00 1.941854709357624165e+00
8.300000000000000000e+02 8.300000000000000711e+00 2.117723434868472587e+00
8.310000000000000000e+02 8.310000000000000497e+00 2.340697841163745796e+00
8.320000000000000000e+02 8.320000000000000284e+00 2.207508650021589247e+00
8.330000000000000000e+02 8.330000000000000071e+00 2.101157837372037651e+00
8.340000000000000000e+02 8.339999999999999858e+00 2.112182718823617744e+00
8.350000000000000000e+02 8.349999999999999645e+00 2.081183964432293809e+00
8.360000000000000000e+02 8.359999999999999432e+00 2.035838350875275538e+00
8.370000000000000000e+02 8.370000000000000995e+00 2.131747514063755844e+00
8.380000000000000000e+02 8.380000000000000782e+00 2.344877163106600548e+00
8.390000000000000000e+02 8.390000000000000568e+00 2.463074916257878222e+00
8.400000000000000000e+02 8.400000000000000355e+00 2.391440140621905908e+00
8.410000000000000000e+02 8.410000000000000142e+00 2.442254731987403282e+00
8.420000000000000000e+02 8.419999999999999929e+00 2.248607388111470318e+00
8.430000000000000000e+02 8.429999999999999716e+00 2.475997862181086528e+00
8.440000000000000000e+02 8.439999999999999503e+00 2.210611902004778084e+00
8.450000000000000000e+02 8.449999999999999289e+00 2.239912583822676773e+00
8.460000000000000000e+02 8.460000000000000853e+00 2.243723359668135409e+00
8.470000000000000000e+02 8.470000000000000639e+00 2.116370823645891353e+00
8.480000000000000000e+02 8.480000000000000426e+00 2.363811247445458008e+00
8.490000000000000000e+02 8.490000000000000213e+00 2.338631595480945347e+00
8.500000000000000000e+02 8.500000000000000000e+00 1.994585401844701567e+00
8.510000000000000000e+02 8.509999999999999787e+00 2.324187486905712863e+00
8.520000000000000000e+02 8.519999999999999574e+00 2.028499281441889845e+00
8.530000000000000000e+02 8.529999999999999361e+00 2.026841027663912609e+00
8.540000000000000000e+02 8.540000000000000924e+00 2.217619878052974336e+00
8.550000000000000000e+02 8.550000000000000711e+00 2.152804161721011855e+00
8.560000000000000000e+02 8.560000000000000497e+00 2.244739567580077644e+00
8.570000000000000000e+02 8.570000000000000284e+00 2.237869302652075287e+00
8.580000000000000000e+02 8.580000000000000071e+00 2.077457057568808718e+00
8.590000000000000000e+02 8.589999999999999858e+00 2.318354317080558502e+00
8.600000000000000000e+02 8.599999999999999645e+00 2.085557445737797444e+00
8.610000000000000000e+02 8.609999999999999432e+00 2.172490775515209194e+00
8.620000000000000000e+02 8.620000000000000995e+00 2.407386482500966540e+00
8.630000000000000000e+02 8.630000000000000782e+00 2.347581609836932870e+00
8.640000000000000000e+02 8.640000000000000568e+00 2.157788842625970371e+00
8.650000000000000000e+02 8.650000000000000355e+00 2.399203895119759622e+00
8.660000000000000000e+02 8.660000000000000142e+00 2.191493145287902511e+00
8.670000000000000000e+02 8.669999999999999929e+00 2.158017083378205303e+00
8.680000000000000000e+02 8.679999999999999716e+00 2.119953031146676992e+00
8.690000000000000000e+02 8.689999999999999503e+00 2.376430110633642734e+00
8.700000000000000000e+02 8.700000000000001066e+00 1.972209734379944512e+00
8.710000000000000000e+02 8.710000000000000853e+00 2.188172067900528095e+00
8.720000000000000000e+02 8.720000000000000639e+00 2.323271729976053912e+00
8.730000000000000000e+02 8.730000000000000426e+00 2.233214015137507946e+00
8.740000000000000000e+02 8.740000000000000213e+00 2.437469049435120994e+00
8.750000000000000000e+02 8.750000000000000000e+00 2.292626703021587886e+00
8.760000000000000000e+02 8.759999999999999787e+00 2.154907389602835455e+00
8.770000000000000000e+02 8.769999999999999574e+00 2.489793181760268315e+00
8.780000000000000000e+02 8.779999999999999361e+00 2.158544114826357330e+00
8.790000000000000000e+02 8.790000000000000924e+00 2.317041136979264504e+00
8.800000000000000000e+02 8.800000000000000711e+00 2.321683603681365948e+00
8.810000000000000000e+02 8.810000000000000497e+00 2.070662537989659491e+00
8.820000000000000000e+02 8.820000000000000284e+00 2.322923539811179161e+00
8.830000000000000000e+02 8.830000000000000071e+00 2.338346009523847080e+00
8.840000000000000000e+02 8.839999999999999858e+00 2.143156157486182156e+00
8.850000000000000000e+02 8.849999999999999645e+00 2.365576370550317886e+00
8.860000000000000000e+02 8.859999999999999432e+00 2.646903560839681813e+00
8.870000000000000000e+02 8.870000000000000995e+00 2.099028739040206037e+00
8.880000000000000000e+02 8.880000000000000782e+00 2.290483107689799791e+00
8.890000000000000000e+02 8.890000000000000568e+00 2.056390049882907523e+00
8.900000000000000000e+02 8.900000000000000355e+00 2.193731010581783991e+00
8.910000000000000000e+02 8.910000000000000142e+00 2.363643626618977311e+00
8.920000000000000000e+02 8.919999999999999929e+00 2.233606008565277357e+00
8.930000000000000000e+02 8.929999999999999716e+00 2.487750753406685611e+00
8.940000000000000000e+02 8.939999999999999503e+00 2.143738972439695356e+00
8.950000000000000000e+02 8.950000000000001066e+00 2.346642689587405073e+00
8.960000000000000000e+02 8.960000000000000853e+00 2.334613389525708183e+00
8.970000000000000000e+02 8.970000000000000639e+00 2.399321533419398023e+00
8.980000000000000000e+02 8.980000000000000426e+00 2.584345024046390549e+00
8.990000000000000000e+02 8.990000000000000213e+00 2.053378712892839797e+00
9.000000000000000000e+02 9.000000000000000000e+00 2.359823333972286274e+00
9.010000000000000000e+02 9.009999999999999787e+00 2.553444332525681038e+00
9.020000000000000000e+02 9.019999999999999574e+00 2.197555004107639487e+00
9.030000000000000000e+02 9.029999999999999361e+00 2.361390417839596800e+00
9.040000000000000000e+02 9.040000000000000924e+00 2.206872825088657564e+00
9.050000000000000000e+02 9.050000000000000711e+00 2.195971751723557297e+00
9.060000000000000000e+02 9.060000000000000497e+00 2.321511740716794669e+00
9.070000000000000000e+02 9.070000000000000284e+00 2.204057826939011644e+00
9.080000000000000000e+02 9.080000000000000071e+00 2.127411181501458248e+00
9.090000000000000000e+02 9.089999999999999858e+00 2.201943751725867759e+00
9.100000000000000000e+02 9.099999999999999645e+00 2.114312298822227820e+00
9.110000000000000000e+02 9.109999999999999432e+00 2.323030961784168902e+00
9.120000000000000000e+02 9.120000000000000995e+00 2.316909377353492783e+00
9.130000000000000000e+02 9.130000000000000782e+00 2.298916194573055183e+00
9.140000000000000000e+02 9.140000000000000568e+00 2.248086478317079973e+00
9.150000000000000000e+02 9.150000000000000355e+00 2.115833040108888063e+00
9.160000000000000000e+02 9.160000000000000142e+00 2.209325362487675637e+00
9.170000000000000000e+02 9.169999999999999929e+00 2.210909622189077162e+00
9.180000000000000000e+02 9.179999999999999716e+00 2.501856831264517744e+00
9.190000000000000000e+02 9.189999999999999503e+00 2.110608064851008603e+00
9.200000000000000000e+02 9.200000000000001066e+00 2.293062006151031618e+00
9.210000000000000000e+02 9.210000000000000853e+00 2.166094944122571420e+00
9.220000000000000000e+02 9.220000000000000639e+00 2.279639858628905280e+00
9.230000000000000000e+02 9.230000000000000426e+00 2.220855005150034422e+00
9.240000000000000000e+02 9.240000000000000213e+00 2.129754786052012960e+00
9.250000000000000000e+02 9.250000000000000000e+00 2.084375331217351857e+00
9.260000000000000000e+02 9.259999999999999787e+00 2.237828787588771018e+00
9.270000000000000000e+02 9.269999999999999574e+00 2.082459566271134044e+00
9.280000000000000000e+02 9.279999999999999361e+00 2.279364523363522910e+00
9.290000000000000000e+02 9.290000000000000924e+00 2.296526361378918857e+00
9.300000000000000000e+02 9.300000000000000711e+00 2.498158777298196576e+00
9.310000000000000000e+02 9.310000000000000497e+00 2.405626073937968901e+00
9.320000000000000000e+02 9.320000000000000284e+00 2.097630282776285160e+00
9.330000000000000000e+02 9.330000000000000071e+00 2.129811941695673561e+00
9.340000000000000000e+02 9.339999999999999858e+00 2.220435106640720857e+00
9.350000000000000000e+02 9.349999999999999645e+00 2.348090532703164701e+00
9.360000000000000000e+02 9.359999999999999432e+00 2.458642719680401711e+00
9.370000000000000000e+02 9.370000000000000995e+00 2.084199311289459899e+00
9.380000000000000000e+02 9.380000000000000782e+00 2.044855409284970893e+00
9.390000000000000000e+02 9.390000000000000568e+00 2.218596985976799996e+00
9.400000000000000000e+02 9.400000000000000355e+00 2.019737169405754873e+00
9.410000000000000000e+02 9.410000000000000142e+00 2.179513075452709003e+00
9.420000000000000000e+02 9.419999999999999929e+00 2.257144414034503388e+00
9.430000000000000000e+02 9.429999999999999716e+00 2.323352869584977221e+00
9.440000000000000000e+02 9.439999999999999503e+00 2.066424321725314428e+00
9.450000000000000000e+02 9.450000000000001066e+00 2.416885372709357327e+00
9.460000000000000000e+02 9.460000000000000853e+00 2.222459988931978270e+00
9.470000000000000000e+02 9.470000000000000639e+00 2.245906757338361537e+00
9.480000000000000000e+02 9.480000000000000426e+00 2.318602275591510331e+00
9.490000000000000000e+02 9.490000000000000213e+00 2.463994569528351608e+00
9.500000000000000000e+02 9.500000000000000000e+00 2.272004770027998166e+00
9.510000000000000000e+02 9.509999999999999787e+00 2.200879705396312946e+00
9.520000000000000000e+02 9.519999999999999574e+00 2.377376210417490032e+00
9.530000000000000000e+02 9.529999999999999361e+00 2.343450054484224943e+00
9.540000000000000000e+02 9.540000000000000924e+00 2.313987052290708668e+00
9.550000000000000000e+02 9.550000000000000711e+00 2.233352682570225234e+00
9.560000000000000000e+02 9.560000000000000497e+00 2.275517202234250913e+00
9.570000000000000000e+02 9.570000000000000284e+00 2.070445328036719879e+00
9.580000000000000000e+02 9.580000000000000071e+00 2.366553835690317076e+00
9.590000000000000000e+02 9.589999999999999858e+00 2.406297508516195727e+00
9.600000000000000000e+02 9.599999999999999645e+00 2.278471047542474537e+00
9.610000000000000000e+02 9.609999999999999432e+00 2.107897964396327151e+00
9.620000000000000000e+02 9.620000000000000995e+00 2.314385488097221000e+00
9.630000000000000000e+02 9.630000000000000782e+00 2.223891658577642705e+00
9.640000000000000000e+02 9.640000000000000568e+00 2.412275778460070796e+00
9.650000000000000000e+02 9.650000000000000355e+00 2.262336650335109667e+00
9.660000000000000000e+02 9.660000000000000142e+00 2.568935852040134193e+00
9.670000000000000000e+02 9.669999999999999929e+00 2.097239143505281511e+00
9.680000000000000000e+02 9.679999999999999716e+00 2.285447696646281557e+00
9.690000000000000000e+02 9.689999999999999503e+00 2.355100940241585672e+00
9.700000000000000000e+02 9.700000000000001066e+00 2.272292555749268583e+00
9.710000000000000000e+02 9.710000000000000853e+00 2.303749944424865692e+00
9.720000000000000000e+02 9.720000000000000639e+00 2.141527030484272842e+00
9.730000000000000000e+02 9.730000000000000426e+00 2.313707466997423357e+00
9.740000000000000000e+02 9.740000000000000213e+00 2.197119465060621835e+00
9.750000000000000000e+02 9.750000000000000000e+00 2.356813242352473026e+00
9.760000000000000000e+02 9.759999999999999787e+00 2.069378802150878549e+00
9.770000000000000000e+02 9.769999999999999574e+00 2.361682198405071098e+00
9.780000000000000000e+02 9.779999999999999361e+00 2.253167938662094194e+00
9.790000000000000000e+02 9.790000000000000924e+00 2.596764551438967672e+00
9.800000000000000000e+02 9.800000000000000711e+00 2.511945257744084170e+00
9.810000000000000000e+02 9.810000000000000497e+00 2.459516347615812393e+00
9.820000000000000000e+02 9.820000000000000284e+00 2.283828790174563750e+00
9.830000000000000000e+02 9.830000000000000071e+00 2.154480550770122793e+00
9.840000000000000000e+02 9.839999999999999858e+00 2.280013117204256812e+00
9.850000000000000000e+02 9.849999999999999645e+00 2.438623028936036441e+00
9.860000000000000000e+02 9.859999999999999432e+00 2.262068155123595048e+00
9.870000000000000000e+02 9.870000000000000995e+00 2.213463657053416522e+00
9.880000000000000000e+02 9.880000000000000782e+00 2.039460219033386590e+00
9.890000000000000000e+02 9.890000000000000568e+00 2.054162534211540603e+00
9.900000000000000000e+02 9.900000000000000355e+00 2.281426374596228879e+00
9.910000000000000000e+02 9.910000000000000142e+00 2.351315381596654763e+00
9.920000000000000000e+02 9.919999999999999929e+00 2.396303276080199218e+00
9.930000000000000000e+02 9.929999999999999716e+00 2.115778054596924918e+00
9.940000000000000000e+02 9.939999999999999503e+00 2.263698026025190657e+00
9.950000000000000000e+02 9.950000000000001066e+00 2.452410028241896800e+00
9.960000000000000000e+02 9.960000000000000853e+00 2.391275186741828929e+00
9.970000000000000000e+02 9.970000000000000639e+00 2.424108487882657759e+00
9.980000000000000000e+02 9.980000000000000426e+00 2.377273857011348301e+00
9.990000000000000000e+02 9.990000000000000213e+00 2.280672652594832428e+00
1.000000000000000000e+03 1.000000000000000000e+01 2.407190528365267923e+00
1.001000000000000000e+03 1.000999999999999979e+01 2.217348458265427258e+00
1.002000000000000000e+03 1.001999999999999957e+01 2.483681401202914696e+00
1.003000000000000000e+03 1.002999999999999936e+01 2.113259839076038649e+00
1.004000000000000000e+03 1.004000000000000092e+01 2.482752553876477197e+00
1.005000000000000000e+03 1.005000000000000071e+01 2.266254665701135984e+00
1.006000000000000000e+03 1.006000000000000050e+01 2.207089275817200047e+00
1.007000000000000000e+03 1.007000000000000028e+01 2.519491611725661162e+00
1.008000000000000000e+03 1.008000000000000007e+01 2.322282816254871651e+00
1.009000000000000000e+03 1.008999999999999986e+01 2.362234348335570555e+00
1.010000000000000000e+03 1.009999999999999964e+01 2.079091057249428776e+00
1.011000000000000000e+03 1.010999999999999943e+01 2.021184375002784694e+00
1.012000000000000000e+03 1.012000000000000099e+01 2.380861166589161027e+00
1.013000000000000000e+03 1.013000000000000078e+01 2.223809141182260252e+00
1.014000000000000000e+03 1.014000000000000057e+01 2.112138605144594283e+00
1.015000000000000000e+03 1.015000000000000036e+01 2.225802567194067993e+00
1.016000000000000000e+03 1.016000000000000014e+01 2.292538594949459441e+00
1.017000000000000000e+03 1.016999999999999993e+01 2.210440456804430465e+00
1.018000000000000000e+03 1.017999999999999972e+01 2.673965346373347707e+00
1.019000000000000000e+03 1.018999999999999950e+01 2.568121579691271084e+00
1.020000000000000000e+03 1.020000000000000107e+01 2.091670397859889619e+00
1.021000000000000000e+03 1.021000000000000085e+01 2.088083554919535789e+00
1.022000000000000000e+03 1.022000000000000064e+01 2.206096404559288793e+00
1.023000000000000000e+03 1.023000000000000043e+01 1.985790267391192909e+00
1.024000000000000000e+03 1.024000000000000021e+01 2.213802617850894716e+00
1.025000000000000000e+03 1.025000000000000000e+01 2.158069402808741266e+00
1.026000000000000000e+03 1.025999999999999979e+01 2.393407186240985585e+00
1.027000000000000000e+03 1.026999999999999957e+01 2.231058083619383403e+00
1.028000000000000000e+03 1.027999999999999936e+01 2.285783054197169317e+00
1.029000000000000000e+03 1.029000000000000092e+01 2.225055155433425025e+00
1.030000000000000000e+03 1.030000000000000071e+01 2.319159164014354513e+00
1.031000000000000000e+03 1.031000000000000050e+01 2.485833427305414567e+00
1.032000000000000000e+03 1.032000000000000028e+01 2.295084079454606574e+00
1.033000000000000000e+03 1.033000000000000007e+01 2.065416822377981632e+00
1.034000000000000000e+03 1.033999999999999986e+01 2.377477928850101563e+00
1.035000000000000000e+03 1.034999999999999964e+01 2.064427813616507290e+00
1.036000000000000000e+03 1.035999999999999943e+01 2.002154005019968430e+00
1.037000000000000000e+03 1.037000000000000099e+01 2.364301087458378969e+00
1.038000000000000000e+03 1.038000000000000078e+01 1.954878185387876499e+00
1.039000000000000000e+03 1.039000000000000057e+01 2.351688845338185452e+00
1.040000000000000000e+03 1.040000000000000036e+01 2.429472175785269528e+00
1.041000000000000000e+03 1.041000000000000014e+01 2.293119461477783450e+00
1.042000000000000000e+03 1.041999999999999993e+01 2.232711399444756495e+00
1.043000000000000000e+03 1.042999999999999972e+01 2.468044003754084503e+00
1.044000000000000000e+03 1.043999999999999950e+01 2.445070990998297944e+00
1.045000000000000000e+03 1.045000000000000107e+01 1.897742849914802576e+00
1.046000000000000000e+03 1.046000000000000085e+01 2.316410819646244512e+00
1.047000000000000000e+03 1.047000000000000064e+01 2.277362987730563670e+00
1.048000000000000000e+03 1.048000000000000043e+01 2.421022093561080446e+00
1.049000000000000000e+03 1.049000000000000021e+01 2.469013392678549135e+00
1.050000000000000000e+03 1.050000000000000000e+01 2.612552159935075835e+00
1.051000000000000000e+03 1.050999999999999979e+01 2.448827388792951254e+00
1.052000000000000000e+03 1.051999999999999957e+01 2.590332601284740743e+00
1.053000000000000000e+03 1.052999999999999936e+01 2.341965226889679563e+00
1.054000000000000000e+03 1.054000000000000092e+01 2.123490197816898739e+00
1.055000000000000000e+03 1.055000000000000071e+01 2.239315121407210452e+00
1.056000000000000000e+03 1.056000000000000050e+01 2.456700701048932345e+00
1.057000000000000000e+03 1.057000000000000028e+01 2.499298825842108940e+00
1.058000000000000000e+03 1.058000000000000007e+01 2.206626050806042905e+00
1.059000000000000000e+03 1.058999999999999986e+01 2.129827814063846692e+00
1.060000000000000000e+03 1.059999999999999964e+01 2.227790340120134438e+00
1.061000000000000000e+03 1.060999999999999943e+01 2.218344651199775974e+00
1.062000000000000000e+03 1.062000000000000099e+01 2.264679724362814284e+00
1.063000000000000000e+03 1.063000000000000078e+01 2.282910263564270625e+00
1.064000000000000000e+03 1.064000000000000057e+01 2.237170354091063018e+00
1.065000000000000000e+03 1.065000000000000036e+01 2.286715586658478294e+00
1.066000000000000000e+03 1.066000000000000014e+01 2.297552817142094472e+00
1.067000000000000000e+03 1.066999999999999993e+01 2.524959511833558157e+00
1.068000000000000000e+03 1.067999999999999972e+01 2.356621608214334085e+00
1.069000000000000000e+03 1.068999999999999950e+01 2.216726988432241363e+00
1.070000000000000000e+03 1.070000000000000107e+01 2.253161137878360254e+00
1.071000000000000000e+03 1.071000000000000085e+01 2.393067589819522833e+00
1.072000000000000000e+03 1.072000000000000064e+01 2.459241555546770375e+00
1.073000000000000000e+03 1.073000000000000043e+01 2.241790743132396901e+00
1.074000000000000000e+03 1.074000000000000021e+01 2.302334520436572607e+00
1.075000000000000000e+03 1.075000000000000000e+01 2.278089064350083959e+00
1.076000000000000000e+03 1.075999999999999979e+01 2.514304842170112853e+00
1.077000000000000000e+03 1.076999999999999957e+01 2.496531834259195559e+00
1.078000000000000000e+03 1.077999999999999936e+01 2.270332876150031431e+00
1.079000000000000000e+03 1.079000000000000092e+01 2.308671633836409942e+00
1.080000000000000000e+03 1.080000000000000071e+01 2.292786655344912550e+00
1.081000000000000000e+03 1.081000000000000050e+01 2.212442881465033206e+00
1.082000000000000000e+03 1.082000000000000028e+01 2.147518833645579939e+00
1.083000000000000000e+03 1.083000000000000007e+01 2.302244536541319331e+00
1.084000000000000000e+03 1.083999999999999986e+01 2.468139514647030186e+00
1.085000000000000000e+03 1.084999999999999964e+01 2.372493244063329065e+00
1.086000000000000000e+03 1.085999999999999943e+01 2.282413461802680565e+00
1.087000000000000000e+03 1.087000000000000099e+01 2.258627948373565175e+00
1.088000000000000000e+03 1.088000000000000078e+01 2.394248771140597309e+00
1.089000000000000000e+03 1.089000000000000057e+01 2.507576959898664803e+00
1.090000000000000000e+03 1.090000000000000036e+01 2.778178107659777130e+00
1.091000000000000000e+03 1.091000000000000014e+01 1.934786138400717670e+00
1.092000000000000000e+03 1.091999999999999993e+01 2.273155331840280624e+00
1.093000000000000000e+03 1.092999999999999972e+01 2.076818777367246849e+00
1.094000000000000000e+03 1.093999999999999950e+01 2.231077604662455194e+00
1.095000000000000000e+03 1.095000000000000107e+01 2.193020987690824430e+00
1.096000000000000000e+03 1.096000000000000085e+01 2.386188524865182625e+00
1.097000000000000000e+03 1.097000000000000064e+01 2.227185870878934271e+00
1.098000000000000000e+03 1.098000000000000043e+01 2.033840482010532469e+00
1.099000000000000000e+03 1.099000000000000021e+01 2.138353482241831749e+00
1.100000000000000000e+03 1.100000000000000000e+01 2.364957649124022954e+00
1.101000000000000000e+03 1.100999999999999979e+01 2.258509636545793509e+00
1.102000000000000000e+03 1.101999999999999957e+01 2.410673416658176915e+00
1.103000000000000000e+03 1.102999999999999936e+01 2.488094712772598971e+00
1.104000000000000000e+03 1.104000000000000092e+01 2.519111300340544091e+00
1.105000000000000000e+03 1.105000000000000071e+01 2.191963882120450791e+00
1.106000000000000000e+03 1.106000000000000050e+01 2.636340133609034186e+00
1.107000000000000000e+03 1.107000000000000028e+01 2.411904590381368063e+00
1.108000000000000000e+03 1.108000000000000007e+01 2.209482447248745096e+00
1.109000000000000000e+03 1.108999999999999986e+01 2.336682824547224868e+00
1.110000000000000000e+03 1.109999999999999964e+01 2.267342631433354239e+00
1.111000000000000000e+03 1.110999999999999943e+01 2.194465287252758134e+00
1.112000000000000000e+03 1.112000000000000099e+01 2.173968184303400886e+00
1.113000000000000000e+03 1.113000000000000078e+01 2.568824596151856099e+00
1.114000000000000000e+03 1.114000000000000057e+01 2.365924155810876783e+00
1.115000000000000000e+03 1.115000000000000036e+01 2.346212193786108013e+00
1.116000000000000000e+03 1.116000000000000014e+01 2.205038515908123387e+00
1.117000000000000000e+03 1.116999999999999993e+01 2.360451792860505993e+00
1.118000000000000000e+03 1.117999999999999972e+01 2.389779659772682141e+00
1.119000000000000000e+03 1.118999999999999950e+01 2.408369816330245605e+00
1.120000000000000000e+03 1.120000000000000107e+01 2.296034650208181649e+00
1.121000000000000000e+03 1.121000000000000085e+01 2.643524624005693546e+00
1.122000000000000000e+03 1.122000000000000064e+01 2.172722964591681460e+00
1.123000000000000000e+03 1.123000000000000043e+01 2.579365759517264323e+00
1.124000000000000000e+03 1.124000000000000021e+01 2.498154964275934198e+00
1.125000000000000000e+03 1.125000000000000000e+01 2.266640031498013741e+00
1.126000000000000000e+03 1.125999999999999979e+01 2.429293639555817119e+00
1.127000000000000000e+03 1.126999999999999957e+01 2.303536611987298866e+00
1.128000000000000000e+03 1.127999999999999936e+01 2.309167748174807411e+00
1.129000000000000000e+03 1.129000000000000092e+01 2.223542535428616684e+00
1.130000000000000000e+03 1.130000000000000071e+01 2.286709682617268591e+00
1.131000000000000000e+03 1.131000000000000050e+01 2.051394045843585978e+00
1.132000000000000000e+03 1.132000000000000028e+01 2.308854796216625260e+00
1.133000000000000000e+03 1.133000000000000007e+01 2.014254696547878254e+00
1.134000000000000000e+03 1.133999999999999986e+01 2.069660100894769705e+00
1.135000000000000000e+03 1.134999999999999964e+01 1.768581915796854975e+00
1.136000000000000000e+03 1.135999999999999943e+01 2.380101975592962660e+00
1.137000000000000000e+03 1.137000000000000099e+01 2.354150793545470854e+00
1.138000000000000000e+03 1.138000000000000078e+01 1.939447356212671725e+00
1.139000000000000000e+03 1.139000000000000057e+01 2.052517699881895474e+00
1.140000000000000000e+03 1.140000000000000036e+01 2.282769830958348400e+00
1.141000000000000000e+03 1.141000000000000014e+01 2.336524195919762459e+00
1.142000000000000000e+03 1.141999999999999993e+01 2.276464395256940776e+00
1.143000000000000000e+03 1.142999999999999972e+01 2.470294874092368254e+00
1.144000000000000000e+03 1.143999999999999950e+01 2.615622709453277572e+00
1.145000000000000000e+03 1.145000000000000107e+01 2.139618748019170180e+00
1.146000000000000000e+03 1.146000000000000085e+01 2.272046469502905452e+00
1.147000000000000000e+03 1.147000000000000064e+01 2.254036271806132419e+00
1.148000000000000000e+03 1.148000000000000043e+01 2.157798595174409417e+00
1.149000000000000000e+03 1.149000000000000021e+01 2.131089541030334544e+00
1.150000000000000000e+03 1.150000000000000000e+01 2.398137069091769380e+00
1.151000000000000000e+03 1.150999999999999979e+01 2.304654808457656134e+00
1.152000000000000000e+03 1.151999999999999957e+01 2.496413493246498749e+00
1.153000000000000000e+03 1.152999999999999936e+01 2.129490831628113146e+00
1.154000000000000000e+03 1.154000000000000092e+01 2.249596434049822680e+00
1.155000000000000000e+03 1.155000000000000071e+01 2.501022141533126852e+00
1.156000000000000000e+03 1.156000000000000050e+01 2.046897108870821214e+00
1.157000000000000000e+03 1.157000000000000028e+01 2.355166128910516132e+00
1.158000000000000000e+03 1.158000000000000007e+01 2.378148589079796427e+00
1.159000000000000000e+03 1.158999999999999986e+01 2.240838449924219766e+00
1.160000000000000000e+03 1.159999999999999964e+01 2.356208051366624812e+00
1.161000000000000000e+03 1.160999999999999943e+01 2.378861225940701818e+00
1.162000000000000000e+03 1.162000000000000099e+01 2.378662764385772732e+00
1.163000000000000000e+03 1.163000000000000078e+01 2.318734507069398987e+00
1.164000000000000000e+03 1.164000000000000057e+01 2.316065989515281309e+00
1.165000000000000000e+03 1.165000000000000036e+01 2.508751001130797409e+00
1.166000000000000000e+03 1.166000000000000014e+01 2.296985366472755530e+00
1.167000000000000000e+03 1.166999999999999993e+01 2.454399010357144473e+00
1.168000000000000000e+03 1.167999999999999972e+01 2.380301059312525780e+00
1.169000000000000000e+03 1.168999999999999950e+01 2.216968368694076208e+00
1.170000000000000000e+03 1.170000000000000107e+01 2.141252688372615065e+00
1.171000000000000000e+03 1.171000000000000085e+01 2.220527793403048733e+00
1.172000000000000000e+03 1.172000000000000064e+01 2.080917794689197464e+00
1.173000000000000000e+03 1.173000000000000043e+01 2.232550065800752215e+00
1.174000000000000000e+03 1.174000000000000021e+01 2.453711573713410310e+00
1.175000000000000000e+03 1.175000000000000000e+01 2.219236022550246989e+00
1.176000000000000000e+03 1.175999999999999979e+01 2.702933709265895601e+00
1.177000000000000000e+03 1.176999999999999957e+01 1.962357045913769138e+00
1.178000000000000000e+03 1.177999999999999936e+01 2.517244589299554303e+00
1.179000000000000000e+03 1.179000000000000092e+01 2.579649026926107425e+00
1.180000000000000000e+03 1.180000000000000071e+01 2.113083713307413181e+00
1.181000000000000000e+03 1.181000000000000050e+01 2.493885327541903951e+00
1.182000000000000000e+03 1.182000000000000028e+01 2.485346815007693166e+00
1.183000000000000000e+03 1.183000000000000007e+01 2.208548716069537843e+00
1.184000000000000000e+03 1.183999999999999986e+01 2.578240592524317254e+00
1.185000000000000000e+03 1.184999999999999964e+01 2.248899010663429898e+00
1.186000000000000000e+03 1.185999999999999943e+01 2.304578045072526837e+00
1.187000000000000000e+03 1.187000000000000099e+01 2.111984067423823941e+00
1.188000000000000000e+03 1.188000000000000078e+01 2.177733768261458369e+00
1.189000000000000000e+03 1.189000000000000057e+01 2.329895091830969100e+00
1.190000000000000000e+03 1.190000000000000036e+01 2.623166704180797559e+00
1.191000000000000000e+03 1.191000000000000014e+01 2.328074891924001744e+00
1.192000000000000000e+03 1.191999999999999993e+01 2.167911896172801889e+00
1.193000000000000000e+03 1.192999999999999972e+01 2.156483177549406882e+00
